0,name,'unknown'
0,frameTime,0.000000
1,F0semitoneFrom27.5Hz_sma3nz_amean,2.735618e+01
2,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,4.402801e-01
3,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,1.352913e+01
4,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,3.382310e+01
5,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,3.908461e+01
6,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,2.555548e+01
7,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,3.003295e+02
8,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,4.505244e+02
9,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,8.517838e+01
10,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,8.754615e+01
11,loudness_sma3_amean,1.077091e+00
12,loudness_sma3_stddevNorm,7.523428e-01
13,loudness_sma3_percentile20.0,2.949691e-01
14,loudness_sma3_percentile50.0,9.271974e-01
15,loudness_sma3_percentile80.0,1.818532e+00
16,loudness_sma3_pctlrange0-2,1.523562e+00
17,loudness_sma3_meanRisingSlope,1.410987e+01
18,loudness_sma3_stddevRisingSlope,9.973607e+00
19,loudness_sma3_meanFallingSlope,2.015578e+01
20,loudness_sma3_stddevFallingSlope,1.183973e+01
21,spectralFlux_sma3_amean,5.678786e-01
22,spectralFlux_sma3_stddevNorm,9.881337e-01
23,mfcc1_sma3_amean,1.514577e+01
24,mfcc1_sma3_stddevNorm,9.152831e-01
25,mfcc2_sma3_amean,5.146621e+00
26,mfcc2_sma3_stddevNorm,2.021933e+00
27,mfcc3_sma3_amean,5.922240e+00
28,mfcc3_sma3_stddevNorm,1.916388e+00
29,mfcc4_sma3_amean,-1.344465e+00
30,mfcc4_sma3_stddevNorm,-9.845305e+00
31,jitterLocal_sma3nz_amean,1.010522e-02
32,jitterLocal_sma3nz_stddevNorm,1.820232e+00
33,shimmerLocaldB_sma3nz_amean,9.207587e-01
34,shimmerLocaldB_sma3nz_stddevNorm,8.078887e-01
35,HNRdBACF_sma3nz_amean,6.258755e+00
36,HNRdBACF_sma3nz_stddevNorm,8.732438e-01
37,logRelF0-H1-H2_sma3nz_amean,4.353654e+01
38,logRelF0-H1-H2_sma3nz_stddevNorm,1.248302e+00
39,logRelF0-H1-A3_sma3nz_amean,2.476964e+01
40,logRelF0-H1-A3_sma3nz_stddevNorm,2.105797e-01
41,F1frequency_sma3nz_amean,7.354282e+02
42,F1frequency_sma3nz_stddevNorm,2.367726e-01
43,F1bandwidth_sma3nz_amean,1.402919e+03
44,F1bandwidth_sma3nz_stddevNorm,1.721659e-01
45,F1amplitudeLogRelF0_sma3nz_amean,-9.661544e+01
46,F1amplitudeLogRelF0_sma3nz_stddevNorm,-8.939173e-01
47,F2frequency_sma3nz_amean,1.738956e+03
48,F2frequency_sma3nz_stddevNorm,1.312259e-01
49,F2bandwidth_sma3nz_amean,1.177396e+03
50,F2bandwidth_sma3nz_stddevNorm,2.643339e-01
51,F2amplitudeLogRelF0_sma3nz_amean,-9.592815e+01
52,F2amplitudeLogRelF0_sma3nz_stddevNorm,-8.560163e-01
53,F3frequency_sma3nz_amean,2.762560e+03
54,F3frequency_sma3nz_stddevNorm,8.961082e-02
55,F3bandwidth_sma3nz_amean,9.664859e+02
56,F3bandwidth_sma3nz_stddevNorm,3.433395e-01
57,F3amplitudeLogRelF0_sma3nz_amean,-9.958047e+01
58,F3amplitudeLogRelF0_sma3nz_stddevNorm,-7.943607e-01
59,alphaRatioV_sma3nz_amean,-1.184141e+01
60,alphaRatioV_sma3nz_stddevNorm,-4.480316e-01
61,hammarbergIndexV_sma3nz_amean,2.336357e+01
62,hammarbergIndexV_sma3nz_stddevNorm,2.463281e-01
63,slopeV0-500_sma3nz_amean,-1.276868e-02
64,slopeV0-500_sma3nz_stddevNorm,-2.708578e+00
65,slopeV500-1500_sma3nz_amean,-1.015878e-02
66,slopeV500-1500_sma3nz_stddevNorm,-1.587065e+00
67,spectralFluxV_sma3nz_amean,6.035509e-01
68,spectralFluxV_sma3nz_stddevNorm,1.008546e+00
69,mfcc1V_sma3nz_amean,2.073320e+01
70,mfcc1V_sma3nz_stddevNorm,5.773474e-01
71,mfcc2V_sma3nz_amean,3.690292e+00
72,mfcc2V_sma3nz_stddevNorm,3.013471e+00
73,mfcc3V_sma3nz_amean,4.741008e+00
74,mfcc3V_sma3nz_stddevNorm,2.787364e+00
75,mfcc4V_sma3nz_amean,-6.452762e+00
76,mfcc4V_sma3nz_stddevNorm,-2.205658e+00
77,alphaRatioUV_sma3nz_amean,-7.597389e+00
78,hammarbergIndexUV_sma3nz_amean,1.668980e+01
79,slopeUV0-500_sma3nz_amean,-2.727102e-02
80,slopeUV500-1500_sma3nz_amean,-3.244285e-04
81,spectralFluxUV_sma3nz_amean,5.388306e-01
82,loudnessPeaksPerSec,3.170732e+00
83,VoicedSegmentsPerSec,3.970224e+00
84,MeanVoicedSegmentLengthSec,1.375000e-01
85,StddevVoicedSegmentLengthSec,1.055640e-01
86,MeanUnvoicedSegmentLength,8.823529e-02
87,StddevUnvoicedSegmentLength,5.113250e-02
88,equivalentSoundLevel_dBp,-1.575540e+01
